718,3170000,0.97347,539.65
691,3670000,0.43324,472.15
840,4270000,0.75262,595.54
501,3320000,0.2333,328.76
432,5670000,0.10011,259.25
506,5000000,0.31983,325.84
739,3670000,0.5832,519.65
905,995000,0.89059,735.988038
849,2630000,0.53088,607.15
697,4730000,0.57069,478.15
905,2610000,0.58753,655.95
340.15,3970000,0.17037,215.26
600.81,4670000,0.57958,414.32
511,3300000,0.25233,337.82
722,1660000,0.86088,564.45
683,2380000,0.50542,490.7
579.4,2840000,0.48381,408.65
735,2380000,0.46313,524
471.85,4540000,0.27591,304.951424
765,2280000,0.63255,563.6
760,2710000,0.48161,537.42
771,4630000,0.44026,514
624,3340000,0.24504,411.05
655,3910000,0.4602,447.15
768,1320000,1.1245,622.15
646.65,3960000,0.15977,413.55
566,3680000,0.28023,373.45
718,4060000,0.3126,472.03
469.7,3370000,0.25151,309.22
602,5860000,0.17314,368.12
710,1980000,0.63878,530.55
535.5,4150000,0.32337,352.79
760,4640000,0.59575,526
758,2770000,0.49557,536.6
576,3130000,0.51546,405.45
534,3040000,0.29807,359.51
564,5010000,0.73312,397.5
567,2600000,0.35513,392.37
605,3700000,0.61405,427.65
496.95,4740000,0.27984,321
741,1900000,0.63306,555.561702
785,1490000,0.9919,624.15
678.2,7120000,0.44674,443.15
526,3520000,0.21424,341.93
668,3190000,0.37658,456.16
452.7,3530000,0.20975,293.21
775,2680000,0.45664,545.78
831,3850000,0.66881,592
800.2,4990000,2.0482,640.808893
800,4110000,0.4678,545
598,4010000,0.25171,387.5
475.15,4070000,0.26649,308.7
721.6,4520000,0.37324,477.42
630,5220000,0.58549,431.15
536.15,3870000,0.34749,357.75
698,3180000,0.47706,486.55
520,4400000,0.25231,332.4
282.377,5040000,0.0859242,169.41
302,3870000,0.17166,191.74
718.7,1950000,0.65556,536.95
691,3920000,0.74289,497.15
594.05,4650000,0.24282,379.55
661,1990000,0.70358,497.1
724,2110000,0.67878,541.15
638.9,2960000,0.44199,447.15
571.82,4140000,0.71096,407.15
621,4600000,0.299,402.55
577.2,3930000,0.59002,404.35
546,2740000,0.33819,374.57
602.3,2570000,0.52963,432
653,4000000,0.29901,428.58
585.4,3880000,0.3601,390.75
760,1280000,0.83246,602.17
555,4950000,0.34368,362
667,2880000,0.41136,462.93
639,1950000,0.53032,469.08
736,4520000,0.50899,502
660.2,3310000,0.73302,478.85
675,3030000,0.43698,469
594.6,2800000,0.46436,418.26
559,4060000,0.25276,361.64
637.8,2040000,0.52247,465.82
345.88,3760000,0.26142,225.81
536,4250000,0.3423,353.35
741.9,4160000,0.62857,518
662,3110000,0.43324,458.15
568.6,3060000,0.44868,395.65
540.2,2740000,0.34947,371.58
656,3910000,0.30444,432.3
738,4020000,0.75575,530
675,5000000,0.43719,447.53
607.5,2740000,0.30507,413.44
676,2900000,0.42167,469.99
707.65,4400000,0.5136,484.13
492,4380000,0.13705,305.4
606.6,2920000,0.40757,420.55
691,1630000,0.6503,524.25
608,5120000,0.50627,410.15
588.15,6310000,0.34803,374.35
618,3790000,0.39324,417.35
646.1,2900000,0.45272,452.05
795,2590000,0.91744,602.7
369.3,4970000,0.21925,232.32
707.05,4900000,0.56378,484.33
815,4420000,0.72966,579
504.6,3120000,0.27022,336.42
645,2330000,0.58708,471.95
679,3340000,0.55843,479.15
430.05,7460000,0.28142,266.82
464.48,3760000,0.26555,303.92
460.35,5270000,0.18859,285.42
592,3180000,0.78176,436.15
772.1,2740000,1.2841,608.54
561,2930000,0.4818,394.55
679,2970000,0.42416,471.15
528,3320000,0.22371,346.35
532.7,3790000,0.22876,344.96
776,2260000,0.62492,567.15
590,2390000,0.40799,416.35
780,2650000,0.48847,553.65
722,4590000,0.42133,481.99
770,3540000,0.55869,540.15
531,2990000,0.38541,365.35
642,3870000,0.34692,427.13
576.7,2350000,0.39106,405.84
722.1,2280000,0.81372,543.15
684.75,4070000,0.28464,447.21
624,2370000,0.68067,462.15
650,3290000,0.3353,438.33
519.13,3960000,0.35131,345.65
844,1520000,0.74557,652
514.15,4710000,0.14784,318.3
603,2550000,0.80219,451
633.8,3300000,0.43433,436.75
551,3340000,0.27902,366
633,2620000,0.90038,481.45
691,4980000,0.62485,478.26
768.6,1470000,0.77877,597.23
384.95,4130000,0.17972,243.36
550,2680000,0.30106,374.59
703,4290000,0.47629,477.67
531.1,2950000,0.25005,354.03
830,8810000,0.94517,581.85
647.2,3560000,0.25235,424.29
599,4480000,0.84036,432
480.6,3950000,0.28557,315
512.5,8080000,0.56583,337.85
782,3150000,0.60328,559.15
658,4030000,0.36351,439.25
608,3080000,0.37404,415.98
709,4090000,0.58133,493.9
883,2480000,0.65087,648.15
590.55,4080000,0.30983,388
531,3140000,0.23879,351.04
696,2130000,0.58742,512.35
552,6400000,0.75229,383
751,4590000,0.41983,501.65
652.3,2780000,0.56969,468.35
660,3910000,0.31226,435.65
777,3170000,0.41768,535.15
588,3130000,0.28614,393.56
618,5340000,0.35793,401.15
591.15,2940000,0.23257,392.7
718,4980000,0.43511,478.15
500,3150000,0.24925,331.13
593,3040000,0.303,399.58
708,1570000,0.6815,541.61
642.9,3270000,0.5552,453.95
688,4810000,0.54903,470.78
764,4760000,0.30712,493.05
565,5210000,0.86584,405
813,2250000,0.58738,595.15
983,1790000,0.67939,743
653,3090000,0.55953,463.65
677.3,3040000,0.75993,496.15
734,3340000,0.50938,512.88
832,2900000,0.3836,573
503.6,5040000,0.28125,321.15
473,7180000,0.27647,288.95
345.05,2680000,0.32801,236.4
803,3850000,0.66183,571.5
677,4160000,0.72626,477.15
567,2740000,0.32378,387.45
517,4750000,0.21381,325.71
734,1260000,0.81866,580.81
814,3400000,0.71257,590
616,7310000,1.0592,443
440,4600000,0.24698,281.22
707,4450000,0.63773,494.7
546,3680000,0.38016,368.15
571.2,3350000,0.29523,381.54
803.15,5100000,0.30348,516.37
705,1940000,0.9652,548.95
694,3430000,0.80327,508.15
811,1270000,1.0677,659.15
650,3050000,0.38169,445.94
469.15,7190000,0.19745,283.6
802,6170000,0.43243,524.32
734,4510000,0.42628,491.75
741,5450000,0.4209,488
800,3950000,1.0585,598
825,2850000,0.49713,582.55
454,4860000,0.10685,278.25
547,3450000,0.27235,361
767,2540000,0.68773,564
716.45,4290000,0.51894,491.57
708,2300000,0.50233,510.43
804,980000,1.071,664.45
769.5,3320000,0.75595,561.5
736,1410000,0.75031,573.48
741,2780000,0.40684,515
489,3410000,0.30563,326.15
742,3980000,0.4919,509.09315
686,2740000,0.60378,495.73
587,5210000,0.27926,374.47
679,2060000,0.84195,518.45
665,3360000,0.31754,445.93
748,3270000,1.0728,567
786,3650000,0.78558,570.65
466.7,3640000,0.28107,307.58
507,5150000,0.202,314.65
712,1650000,0.66439,540
636,3120000,0.34197,431.65
820,4420000,1.0807,610
764,2790000,0.62474,555.15
697,5350000,0.7144,487.15
781,5180000,0.5389,530.15
543,2950000,0.30732,367.15
692.3,4830000,0.7942,494.15
655,2750000,0.41694,456.93
512.74,3370000,0.31301,343.31
773,3380000,0.40287,528.15
508.3,4770000,0.663,355.41
703.9,2120000,0.62362,518.15
806,6770000,0.44227,521.35
722.95,4900000,0.51573,490.07
798.8,1220000,0.85824,634.6
530,3030000,0.30185,357.26
657.1,1890000,0.56197,486.51
628,6030000,0.12502,381.15
819,910000,1.1544,684.944683
591.2,3540000,0.63302,419.65
770,3400000,0.71421,558
532,5510000,0.2432,332.56
470,3420000,0.28703,311.71
464,6930000,0.15343,276.71
730.15,21700000,0.35823,423.35
695,4650000,0.31274,451.9
538,4020000,0.30878,353.97
617.15,3610000,0.30347,409.35
745.3,1680000,0.71681,568.8
738,5320000,0.48488,493.11
629,6270000,0.67156,430.9
425,4320000,0.19503,268.74
555,5370000,0.3297,358
677,3640000,0.83867,499.15
388.37,2780000,0.35575,267.17
643,2570000,0.40364,449.82
788,4360000,0.5223,540
663,5360000,0.25705,419.2
550,4200000,0.22576,352.3
664,3970000,0.26413,431.95
662,2940000,0.40701,457.95
536,3120000,0.38017,366.97
575.4,3090000,0.43939,399.26
708,3620000,0.61442,500.647838
757,3980000,0.48641,519
513.73,4220000,0.36273,340.88
908,2100000,0.59984,669
632.3,3090000,0.5621,449.45
649,5500000,0.82727,460.65
649,2800000,0.37208,448.15
818.2,4620000,0.38504,543.15
736,1340000,0.76969,575.3
803.15,3100000,0.38115,550.54
824,4600000,0.14656,516.65
500.05,2880000,0.33868,341.45
535.15,3040000,0.31619,361.92
812,950000,1.1053,674.762943
469.95,7230000,0.15817,279.11
559.7,2500000,0.37954,390.8
866,1070000,0.9961,706.52888
560.95,3740000,0.34485,375.14
554.5,3470000,0.37752,375.9
545.5,4850000,0.34193,354.75
598,3470000,0.32071,399.79
437.8,4400000,0.23137,280.5
562,2530000,0.42431,395.76
525,4260000,0.19743,332.55
559.9,3210000,0.29981,375.2
533,4260000,0.20911,339.8
577.5,2230000,0.69944,429.804008
655,3410000,0.63258,466.95
623,2510000,0.36588,433.46
569,4240000,0.75818,408.15
524,3280000,0.42967,360.65
664,5930000,0.80072,467
623,3080000,0.3681,425.81
537.2,4410000,0.28255,347.95
507,3900000,0.19145,323.75
627,3140000,0.5263,442.15
684,2450000,0.35869,476.33
665,3680000,0.24549,433.03
808,3850000,0.66734,575.5
561.3,4260000,0.35006,370.5
663,2530000,0.69951,490.15
853,5030000,0.38235,560.45
460.4,3380000,0.22787,300.99
705,3590000,0.35901,474.25
776,5730000,0.4863,514
701.05,4300000,0.45541,474.22
830,1130000,1.0485,678.153455
496,3220000,0.23892,327.01
803,2440000,0.53539,579.15
540.6,2890000,0.30905,366.62
587,2950000,0.45514,410
746,1730000,0.75336,571.15
724,2590000,0.57671,523.15
519,4030000,0.1752,329.27
662,4790000,0.33182,434.15
339.165,3620000,0.30526,225.04
607.3,3170000,0.55218,429.74
581,2460000,0.3522,403.81
667,2800000,0.53641,475.93
738,2840000,0.16836,486.15
649.6,4420000,0.31771,425.15
478.85,4340000,0.22114,305.15
617,3540000,0.32649,412.27
824,3700000,0.36925,554.25
571,4910000,0.21662,360.1
584.1,2460000,0.44765,414.15
884,2570000,0.91359,669
699,3180000,0.47329,487.15
768,1160000,0.90688,616.93
506.2,3970000,0.6152,355.57
496.7,6280000,0.43626,323.55
542,5500000,0.21971,339
574,2880000,0.42329,399.35
678,2300000,0.50767,489.05
732,2090000,0.85309,557.35
418.85,3260000,0.25205,276.92
539.2,3720000,0.24724,351.58
596,3020000,0.32664,404.11
374.83,2910000,0.35523,256.79
842,3280000,0.8114,615.25
860,4450000,0.64092,601.65
559,3510000,0.38779,379.25
552.7,4080000,0.59501,386.25
710.7,3790000,0.52712,493.55
708,2070000,0.59404,522
617.7,2110000,0.49233,447.31
776,3320000,0.40733,531.48
731,3650000,0.32639,487
598,2910000,0.48171,420.55
620,3160000,0.40575,426.15
787,1060000,0.97219,641.75
516.2,3620000,0.3327,344.48
478,4070000,0.10846,295.94
697,3050000,0.65317,503
579,2380000,0.40452,408.15
611.4,2940000,0.41898,424.18
654,3360000,0.32297,438.65
682,2020000,0.70426,514.75
465,3450000,0.23406,304.31
771,3170000,0.4213,531.05
777,4010000,0.7573,558
33.19,1310000,-0.21599,20.386869
650,4280000,0.22636,416
684.9,3950000,0.30921,451.12
720,3800000,0.48782,495.64
684,4320000,0.40106,457.65
860,3510000,1.4911,675
722,1480000,0.72422,558.02
832,3070000,0.52715,588
375.31,5030000,0.2179,235.45
729,5020000,0.58853,500.687518
548,4500000,0.38462,363.4
640.2,3230000,0.36657,435.16
547,3210000,0.3778,372.93
616,2540000,0.48152,438.15
641,4320000,0.73104,456.65
690,2390000,0.6352,506.15
560,3310000,0.40508,383.15
516.73,3270000,0.39532,353.41
681,3910000,0.75081,490.15
637,2200000,0.57852,467.15
562.05,4900000,0.2103,353.24
834,2860000,0.68885,608.516725
670.9,2530000,0.58407,486.25
600,3020000,0.38812,412.65
660,3490000,0.69243,475.15
632.35,4520000,0.24986,404.87
507,4100000,0.36218,337.25
667,2820000,0.37615,460
615,5660000,0.53832,414.15
753,1770000,0.67972,571.04
537,6850000,0.20073,329
780,4780000,2.1728,631
662,3980000,0.86413,484
781,2830000,0.65876,568.15
821,4240000,0.92472,601
716.5,4700000,0.38422,473.49
591.95,5790000,0.46652,391.05
569.5,3400000,0.27009,376.62
530.4,2740000,0.32801,363.2
774,1570000,0.96388,612.05
433.8,3200000,0.19566,282.65
540.7,3430000,0.36367,365.45
581.4,2190000,0.37666,410.61
645,2770000,0.42257,450.09
636,3840000,0.2971,418.31
463.2,4200000,0.30808,302.15
613,4910000,0.23966,388.55
402.4,5630000,0.21154,249.94
615.7,4060000,0.675,436.42
619,2630000,0.4467,436.15
622,2090000,0.60117,459.9
571,2950000,0.40108,394.65
782,3760000,0.56134,546.15
607,2850000,0.50772,430.05
624,4020000,0.2422,403.65
681,3920000,0.74805,490.15
466,5570000,0.26249,294
803,1330000,1.0394,648.35
532,3290000,0.36777,361.65
718,3720000,0.35957,481.55
685,4210000,0.75707,490
503.15,4430000,0.21505,319.67
572.1,3480000,0.23605,374.08
694.26,2780000,0.77343,512.85
680,2880000,0.36211,467.11
761,4970000,0.53608,517.85
686,5170000,0.55499,467.15
710,2850000,0.52087,504.15
602,2920000,0.41198,417.15
694,3670000,0.43461,474.15
674,2600000,0.52007,488.15
660,3290000,0.63505,473
652,3870000,0.30558,430
744.6,4600000,0.62211,517.95
729,5650000,0.28055,464
608,2860000,0.5775,435.65
430,3840000,0.24649,279.25
553.15,3040000,0.426365,383
560.09,4550000,0.24718,357.88
658.5,2680000,0.47331,468.15
771,1220000,0.88036,615.54
647.15,3420000,0.41785,443.15
809,1330000,0.85672,639.15
670.15,5660000,0.36778,434.85
640,2320000,0.51365,461.6
569,4730000,0.20483,360.15
683,3610000,1.2162,525.99
656,2140000,0.65042,487
615.2,3650000,0.48676,424.5
462,3610000,0.26223,303.35
846,3390000,0.86226,629.6
782.15,4860000,0.34648,510.31
562,2650000,0.32023,385.12
590,5150000,0.28909,378.15
720,2240000,0.74523,540.15
857,2990000,0.55127,609.15
553,3680000,0.3718,372.65
555,3580000,0.407,377.65
293.03,3040000,0.25494,194.95
729,2020000,0.56704,537.55
566.1,3850000,0.31315,376.15
483,3320000,0.26675,319.2
594,4450000,0.38357,393.4
561.7,2540000,0.37066,390.86
683.95,4070000,0.27898,446.23
709.6,4010000,0.38298,475.26
559,3680000,0.38785,377.15
602,2160000,0.42876,430.05
537,2790000,0.37846,371.2
567.1,2700000,0.32966,388.8
678,1860000,0.75234,517.15
544,3530000,0.2183,354.35
568.55,5610000,0.26682,359.72
558,2600000,0.35554,386.35
686,5780000,0.5461,462.5
615,5360000,0.20592,382.9
535.5,4580000,0.28106,344.15
714,2180000,0.52717,519.25
624.5,4600000,0.28765,403.8
814,3400000,0.7023,588
570.4,4040000,0.31131,374.75
645,3900000,0.28581,423.27
561.6,5370000,0.28659,356.59
721.15,4520000,0.246574,461.698856
743,3210000,0.42522,511.65
826,3000000,0.40416,570.44
558,4730000,0.23084,353.49
793,1400000,1.1245,639.61342
758,3600000,0.53846,529
425.12,3800000,0.20016,272.65
549,3530000,0.22139,357.67
351.255,5780000,0.27714,221.5
867,3290000,0.54188,610
667.3,2520000,0.44974,472.19
639,2120000,0.67668,476.15
557.15,3960000,0.29002,365.25
541,5300000,0.14996,331
766,2780000,0.65685,556.85
629,2330000,0.59554,459.65
634.52,5650000,0.6709,438.15
432,4480000,0.17536,270.65
663,2880000,0.41142,459.98
306.45,3940000,0.22648,197.51
781,1750000,0.95687,613.007091
637.3,3130000,0.39855,437.89
604,5820000,0.33372,387.65
763,3110000,0.58206,543
586.1,2760000,0.48857,415.15
736.6,4270000,0.95288,541.54
865,2200000,0.57348,632.15
807.7,1150000,0.87889,645.5
638,3630000,0.4597,438.15
565,3990000,0.25008,366
508.4,4740000,0.28474,327.46
584,3180000,0.45767,405.85
746,3010000,0.3834,512.15
368,2900000,0.20459,243.55
593,5160000,0.38032,387.22
761,3500000,0.3781,514.26
596,5740000,0.77358,418.65
737,3340000,0.25988,486.65
632,3890000,0.5128,436.95
792,1370000,1.0187,635.75
445,4340000,0.22243,283.65
656,2810000,0.41344,456.45
752,2980000,0.56353,535.65
550,2490000,0.35759,382.26
639.15,2810000,0.25954,429.9
676,4220000,0.70022,480.25
551.35,3880000,0.38959,371.22
843,2970000,0.85142,625
844,2720000,0.89229,633.36
761,4660000,0.29324,491.15
620,4490000,0.21377,394.4
592,2460000,0.49866,423.706989
820,1200000,1.0823,670.15
813.77,3490000,0.73194,588
380.11,3140000,0.30458,255.5
758,1210000,0.85223,603.05
824,5180000,0.54639,560
929,3300000,0.73471,674.85
687,3810000,0.54128,478.24
761,6600000,0.42104,494.3
770,2070000,0.87954,590.76
556.35,4560000,0.19255,349.79
729.95,5000000,0.57632,500.15
673,4150000,1.2216,512.15
560.4,4350000,0.2123,356.12
500.23,3370000,0.34733,337.01
747,1270000,0.81136,589.86
810,7490000,0.67669,549.65
540,4660000,0.31066,350.5
594,3460000,0.36182,401.45
521,4660000,0.17093,324.65
687,3820000,0.33377,455.77
725,3720000,0.35811,486.15
585,5920000,0.6578,401.75
487.25,3410000,0.25151,320.75
618,3090000,0.8082,458.61
698,2380000,0.47896,499.26
720.15,4370000,0.36312,477.85
631.95,5160000,0.19955,394.27
658,1820000,0.71051,498.85
590,2570000,0.33527,406.99
584,4640000,0.32935,381.62
777,2560000,0.59076,561.45
531.9,4200000,0.32917,350.55
657.9,2800000,0.40279,456.94
552,3340000,0.25701,364.65
624,4270000,0.34541,411.15
751,3980000,0.4874,515.15
754,4590000,0.42099,503.65
505,3190000,0.26114,335.25
828,3040000,0.89725,625
645,4090000,0.24668,418.25
792,2680000,0.49514,562.54
598.05,2610000,0.47097,423.85
386.35,2320000,0.36644,271.15
616,5960000,0.38208,399.2
708,1480000,0.68632,543.84
869,2900000,0.47072,610.03
667,4880000,1.177,501.15
510,6080000,0.19862,312.9
603,4150000,0.29164,393.55
719,4400000,0.44916,483.95
386.44,4520000,0.27505,249.13
538,2930000,0.34027,367.15
605,4350000,0.41277,404.33
597,2740000,0.32184,408.41
782,2970000,0.45543,545.93
561.08,3690000,0.34329,375.46
524,5500000,0.22553,327.65
679.9,2600000,0.43778,478.61
616.2,3510000,0.32184,411.51
565.5,2610000,0.3605,391.69
607,2800000,0.483,428.65
587.61,3290000,0.38463,400.7
616.6,2220000,0.48046,443.75
648,2360000,0.61706,475.35
508,3350000,0.22587,332.61
696,1880000,0.76378,532.35
630.3,3730000,0.31013,417.58
459.93,4980000,0.18474,285.66
308.3,6140000,0.19118,189.2
491.25,3260000,0.5238,344.95
850,7500000,0.51269,561
663,2180000,0.66637,493.65
521,5030000,0.26976,332.690552
566.4,2730000,0.31531,386.62
508.2,4700000,0.30653,329.44
610.3,3580000,0.40689,414.45
684,2380000,0.4347,485.25
767,1320000,1.0935,621.15
564,3320000,0.32731,379.45
369.83,4250000,0.15229,231.11
496.6,3710000,0.30386,328.6
601.89,2610000,0.4006,420.65
555,2680000,0.29707,378.06
582,3020000,0.32981,394.67
709,2480000,0.42157,500
606,4000000,0.45533,412.7
633.9,3270000,0.51431,444.47
569,2820000,0.39145,394.15
378.313,3850000,0.265309,248.15
549,2740000,0.40323,382.3
621,2720000,0.37188,429.75
681,2310000,0.52604,492.95
621,2660000,0.49749,441.65
658,1820000,0.57639,489.47
704,3740000,0.46203,482.65
569,3250000,0.43155,392.15
539.7,3220000,0.48687,376.65
497,3410000,0.30779,331.7
574.6,3270000,0.35567,389.15
644,2640000,0.65452,470.93
583,2460000,0.49438,417.15
519.8,2740000,0.30225,353.64
487.8,3390000,0.2431,320.31
565,3970000,0.27367,368.69
835,2000000,0.54669,614
568,2870000,0.24495,379.44
530.6,4000000,0.34659,352.61097
565,4410000,0.33233,370.85
715.65,3600000,0.48521,494.89
317.42,5880000,0.19472,194.82
664.5,3450000,0.36655,449.27
764,7490000,0.69373,518.65
569.8,2330000,0.34464,397.24
576.5,2810000,0.30503,391.42
523,5070000,0.23394,330.45
542,4130000,0.23179,348.64
299.01,4820000,0.26415,191.09
748,1340000,0.79427,587.97
768,1990000,0.85471,590.65
979,2390000,0.60301,714.15
720,8200000,0.50678,470.45
545,3170000,0.33958,369.15
600,3410000,0.32535,402.95
593,3470000,0.3229,396.58
657,2900000,0.36622,451.33
684,2380000,0.50112,491.15
654,2810000,0.41279,454.95
835.1,1640000,0.72156,639
547,6780000,0.16098,328.08
488,5480000,0.30069,312
503.8,5570000,0.20528,311.5
724,1840000,0.66633,547.75
550,3140000,0.44968,382
612,2670000,0.42053,428.15
514,3160000,0.24448,340.45
687.15,3630000,0.40216,466.69
602,4480000,0.25914,387
578,4380000,0.19448,366.5
686,3910000,0.31356,452.55
584.15,10300000,0.129,331.9
437,4670000,0.24156,278.65
593.7,2720000,0.43346,415.85
570,3540000,0.23336,372.05
523.3,3880000,0.36641,350.21
652,2800000,0.37378,450.28
779.3,5080000,0.40283,513.15
686.9,1940000,0.54914,505
580,2570000,0.48536,412.25
507,4800000,0.19611,317.38
663,2880000,0.35402,454.29
637.15,3150000,0.36491,434.48
619,2190000,0.4523,443.65
489,3100000,0.23406,322.88
418.55,3300000,0.25326,276.17
503.04,5530000,0.19426,310.48
814,3400000,0.71228,590
840,2040000,0.61161,622
364.85,4600000,0.13759,225.46
588.8,6190000,0.45666,386.75
632.7,2640000,0.45487,446.15
560.8,3010000,0.43404,389.8
484,3850000,0.15832,307.21
707,4280000,0.43478,476.52
560,4240000,0.25293,361.25
437.2,5340000,0.29989,280.03
575.6,3520000,0.43185,394.06
693,1570000,0.64302,526.73
731,1890000,0.66974,550.15
841,3700000,0.77776,608.986679
566.9,2660000,0.39215,394.44
893,3140000,1.8301,722.391581
569,2670000,0.35773,393.15
684,3920000,0.74293,492.05
796,5180000,0.53864,540
540.15,5190000,0.22535,339.12
543.8,2570000,0.30345,372.39
686,4000000,0.2213,441.15
793,1230000,0.97625,641.464379
514,6140000,0.64356,351.44
374.18,4060000,0.32688,247.08
588,5810000,0.31252,373.71
651,2310000,0.79153,489.15
573.5,2820000,0.2903,387.92
908,2990000,0.64259,655.15
702,2850000,0.42618,489.42
353.15,3160000,0.25141,234.04
379.15,4050000,0.24421,244.8
528,3900000,0.24158,342
536.6,4630000,0.23179,340.87
549.73,3360000,0.3889,374.65
473.2,4870000,0.23854,300.13
652.8,3830000,0.43972,444.85
601,2970000,0.4344,417.95
705,4070000,0.21919,453.57
599,2910000,0.39659,414
826,883000,1.2136,694.733611
757.3,1570000,0.75067,583.4
611.3,3450000,0.5586,430.55
731,4610000,1.1764,555.15
582.87,2310000,0.46021,416.43
729,5320000,0.48558,487
637,2330000,0.59432,465.55
449,2570000,0.32856,309.25
556,3320000,0.44835,384.15
576,3390000,0.48569,399.95
506.55,4750000,0.33126,330.09
724.2,2260000,0.81558,575
633,3470000,0.52474,442.15
734,3800000,0.49199,505
489,4540000,0.19855,308.85
820,2580000,0.59022,596.39
670.15,4520000,0.25057,429.24
599.9,2770000,0.44777,421.15
719.15,2870000,0.46366,504.55
545.1,5620000,0.56965,370.23
796,1020000,1.0262,653.35
